project_ID,longitude,latitude,total_c_to_2011,count,agriculture__actual_potential_yield_gap__2000,socioeconomics__local_economic_activity__1995,socioeconomics__urban_areas__1995
8722612410555,34.29794,-11.60667, $-   ,33,0.0,647.76171875,2.0
8722612610657,34.29794,-11.60667, $-   ,8,0.0,647.76171875,2.0
872261259789,34.3,-11.6,400000,19,0.0,647.76171875,2.0
872261219802,34.3,-12.916667,9817757.87,16,5.0,647.761962891,2.0
872261289839,34.33322,-14.3779,322189.38,31,0.0,647.762023926,2.0
872261219802,34.333333,-14.366667,9817757.87,16,0.0,647.762023926,2.0
8722612410555,34.333333,-14.366667, $-   ,33,0.0,647.762023926,2.0
8722612610657,34.333333,-14.366667, $-   ,8,0.0,647.762023926,2.0
8722612310060,34.333333,-14.233333,3525126.32,32,7.0,647.762023926,1.0
872261149882,34.34,-13.24,162651582.24,1,0.0,647.762084961,1.0
872261149886,34.34,-13.24,11347045.61,1,0.0,647.762084961,1.0
872261149941,34.34,-13.24,922696.49,1,0.0,647.762084961,1.0
872261219944,34.34,-13.24,9572313.93,5,0.0,647.762084961,1.0
872261219965,34.34,-13.24,24946197.94,1,0.0,647.762084961,1.0
872261229803,34.34,-13.24,1370332.31,1,0.0,647.762084961,1.0
872261229964,34.34,-13.24,2795941.6,1,0.0,647.762084961,1.0
872261239843,34.34,-13.24,1439288.42,1,0.0,647.762084961,1.0
872261259749,34.34,-13.24,400000,1,0.0,647.762084961,1.0
872261259799,34.34,-13.24,1378000,1,0.0,647.762084961,1.0
872261259868,34.34,-13.24,3800000,2,0.0,647.762084961,1.0
872261259868,34.34,-13.24,3800000,2,0.0,647.762084961,1.0
872261289839,34.34,-13.24,322189.38,31,0.0,647.762084961,1.0
872261289839,34.34,-13.24,322189.38,31,0.0,647.762084961,1.0
872261289912,34.34,-13.24,184379.38,1,0.0,647.762084961,1.0
872261299890,34.34,-13.24,22235530.6,28,0.0,647.762084961,1.0
8722611410251,34.34,-13.24,2415000,1,0.0,647.762084961,1.0
8722611410252,34.34,-13.24,14150000,1,0.0,647.762084961,1.0
8722611410254,34.34,-13.24,400000,1,0.0,647.762084961,1.0
8722611410258,34.34,-13.24,4788800,1,0.0,647.762084961,1.0
8722611610410,34.34,-13.24,67780,1,0.0,647.762084961,1.0
8722611610418,34.34,-13.24,553619443,1,0.0,647.762084961,1.0
8722611610419,34.34,-13.24,17920635,1,0.0,647.762084961,1.0
8722611610420,34.34,-13.24,36025380,1,0.0,647.762084961,1.0
8722611610421,34.34,-13.24,98766349,1,0.0,647.762084961,1.0
8722611610422,34.34,-13.24,65416602,1,0.0,647.762084961,1.0
8722611610423,34.34,-13.24,7802037,1,0.0,647.762084961,1.0
8722611610440,34.34,-13.24,24854680.3,1,0.0,647.762084961,1.0
8722611610443,34.34,-13.24,951233.35,1,0.0,647.762084961,1.0
8722612110038,34.34,-13.24,7826045.08,1,0.0,647.762084961,1.0
8722612110283,34.34,-13.24,2741764.92,14,0.0,647.762084961,1.0
8722612410004,34.34,-13.24,3580000,5,0.0,647.762084961,1.0
8722612410189,34.34,-13.24,24666799.29,1,0.0,647.762084961,1.0
8722612410391,34.34,-13.24,8277446,2,0.0,647.762084961,1.0
8722612410391,34.34,-13.24,8277446,2,0.0,647.762084961,1.0
8722612410537,34.34,-13.24,1250000,1,0.0,647.762084961,1.0
8722612410539,34.34,-13.24,3777211,1,0.0,647.762084961,1.0
